Chromatic Lantern;{3};Artifact;Lands you control have "{T}: Add one mana of any color." {T}: Add one mana of any color.;;modernHorizons3,lordOfTheRings,secretLair,allWillBeOne,thunder;trickyTerrain,foodAndFellowship,cuteToBrute,corruptingInfluence,desertBloom
Hornet Queen;{4}{G}{G}{G};Creature — Insect;Flying, deathtouch When Hornet Queen enters, create four 1/1 green Insect creature tokens with flying and deathtouch.;G;lordOfTheRings,duskmoore,karlovMannor;elvenCounsel,deathtoll,deepClueSea
The Girl in the Fireplace;{2}{W};Enchantment — Saga;(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.) I — Create a 1/1 white Human Noble creature token with vanishing 3 and "Prevent all damage that would be dealt to this creature." II — Create a 2/2 white Horse creature token with "Doctors you control have horsemanship." (They can't be blocked except by creatures with horsemanship.) III — Whenever a creature you control deals combat damage to a player this turn, time travel.;W;who;timeyWimey
Triskaidekaphile;{1}{U};Creature — Human Wizard;You have no maximum hand size. At the beginning of your upkeep, if you have exactly thirteen cards in your hand, you win the game. {3}{U}: Draw a card.;U;bloomburrow;peaceOffering
Shield Broker;{3}{U}{U};Creature — Octopus Advisor;When Shield Broker enters, put a shield counter on target noncommander creature you don't control. You gain control of that creature for as long as it has a shield counter on it. (If it would be dealt damage or destroyed, remove a shield counter from it instead.);U;bloomburrow;familyMatters
Rampaging Baloths;{4}{G}{G};Creature — Beast;Trample Landfall — Whenever a land you control enters, you may create a 4/4 green Beast creature token.;G;bloomburrow,modernHorizons3;animatedArmy,trickyTerrain
Haunted Ridge;;Land;Haunted Ridge enters tapped unless you control two or more other lands. {T}: Add {B} or {R}.;BR;who;masterOfEvil
Imperial Hellkite;{5}{R}{R};Creature — Dragon;Flying Morph {6}{R}{R} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.) When Imperial Hellkite is turned face up, you may search your library for a Dragon card, reveal it, put it into your hand, then shuffle.;R;karlovMannor;deadlyDisguise
Abzan Falconer;{2}{W};Creature — Human Soldier;Outlast {W} ({W}, {T}: Put a +1/+1 counter on this creature. Outlast only as a sorcery.) Each creature you control with a +1/+1 counter on it has flying.;W;marchOfTheMachine;callForBackup
Neheb, the Eternal;{3}{R}{R};Legendary Creature — Zombie Minotaur Warrior;Afflict 3 (Whenever this creature becomes blocked, defending player loses 3 life.) At the beginning of each of your postcombat main phases, add {R} for each 1 life your opponents have lost this turn.;R;karlovMannor;deadlyDisguise
Singing Towers of Darillium;;Plane — Darillium;Each nonland card in your hand without foretell has foretell. Its foretell cost is equal to its mana cost reduced by {2}. (During your turn, you may pay {2} and exile it from your hand face down. Cast it on a later turn for its foretell cost.) Whenever chaos ensues, you may cast a foretold card you own from exile without paying its mana cost this turn.;;who;paradoxPower
Orzhov Signet;{2};Artifact;{1}, {T}: Add {W}{B}.;BW;ixilan,marchOfTheMachine,duskmoore,thunder;bloodRites,growingThreat,cavalryCharge,miracleWorker,mostWanted
Dance with Calamity;{7}{R};Sorcery;Shuffle your library. As many times as you choose, you may exile the top card of your library. If the total mana value of the cards exiled this way is 13 or less, you may cast any number of spells from among those cards without paying their mana costs.;R;marchOfTheMachine;tinkerTime
Nyx Weaver;{1}{B}{G};Enchantment Creature — Spider;Reach At the beginning of your upkeep, mill two cards. (Put the top two cards of your library into your graveyard.) {1}{B}{G}, Exile Nyx Weaver: Return target card from your graveyard to your hand.;BG;commanderMasters,duskmoore;enduringEnchantments,deathtoll
Nadir Kraken;{1}{U}{U};Creature — Kraken;Whenever you draw a card, you may pay {1}. If you do, put a +1/+1 counter on Nadir Kraken and create a 1/1 blue Tentacle creature token.;U;marchOfTheMachine,karlovMannor;divineConvocation,deepClueSea
Adarkar Wastes;;Land;{T}: Add {C}. {T}: Add {W} or {U}. Adarkar Wastes deals 1 damage to you.;UW;bloomburrow,modernHorizons3,duskmoore;peaceOffering,familyMatters,eldraziIncursion,creativeEnergy,miracleWorker
Chittering Dispatcher;{2}{G};Creature — Eldrazi Drone;Devoid (This card has no color.) Myriad When Chittering Dispatcher leaves the battlefield, create a 0/1 colorless Eldrazi Spawn creature token with "Sacrifice this creature: Add {C}.";G;modernHorizons3;eldraziIncursion
Monologue Tax;{2}{W};Enchantment;Whenever an opponent casts their second spell each turn, you create a Treasure token.;W;duskmoore;miracleWorker
Grisly Salvage;{B}{G};Instant;Reveal the top five cards of your library. You may put a creature or land card from among them into your hand. Put the rest into your graveyard.;BG;modernHorizons3,duskmoore;graveyardOverdrive,deathtoll
Mycosynth Fiend;{2}{G};Creature — Phyrexian Horror;Mycosynth Fiend gets +1/+1 for each poison counter your opponents have.;G;allWillBeOne;corruptingInfluence
Bill Potts;{3}{R};Legendary Creature — Human;Whenever you cast an instant or sorcery spell that targets only Bill Potts or activate an ability that targets only Bill Potts, copy that spell or ability. You may choose new targets for the copy. This ability triggers only once each turn. Doctor's companion (You can have two commanders if the other is the Doctor.);R;who;paradoxPower
Kamber, the Plunderer;{3}{B};Legendary Creature — Vampire Rogue;Partner with Laurine, the Diversion (When this creature enters, target player may put Laurine into their hand from their library, then shuffle.) Lifelink Whenever a creature an opponent controls dies, you gain 1 life and create a Blood token. (It's an artifact with "{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card.");B;thunder;mostWanted
Wand of the Worldsoul;{2}{W};Artifact;Wand of the Worldsoul enters tapped. {T}: Add {W}. {T}: The next spell you cast this turn has convoke.;W;marchOfTheMachine;divineConvocation
Collective Effort;{1}{W}{W};Sorcery;Escalate—Tap an untapped creature you control. (Pay this cost for each mode chosen beyond the first.) Choose one or more — • Destroy target creature with power 4 or greater. • Destroy target enchantment. • Put a +1/+1 counter on each creature target player controls.;W;allWillBeOne;rebellionRising
Siege-Gang Lieutenant;{3}{R};Creature — Goblin;Lieutenant — At the beginning of combat on your turn, if you control your commander, create two 1/1 red Goblin creature tokens. Those tokens gain haste until end of turn. {2}, Sacrifice a Goblin: Siege-Gang Lieutenant deals 1 damage to any target.;R;modernHorizons3;graveyardOverdrive
Destiny Spinner;{1}{G};Enchantment Creature — Human;Creature and enchantment spells you control can't be countered. {3}{G}: Target land you control becomes an X/X Elemental creature with trample and haste until end of turn, where X is the number of enchantments you control. It's still a land.;G;commanderMasters,wildsOfEldraine;enduringEnchantments,virtueOfValor
Toski, Bearer of Secrets;{3}{G};Legendary Creature — Squirrel;This spell can't be countered. Indestructible Toski, Bearer of Secrets attacks each combat if able. Whenever a creature you control deals combat damage to a player, draw a card.;G;bloomburrow,karlovMannor;squirreledAway,deadlyDisguise
Nantuko Vigilante;{3}{G};Creature — Insect Druid Mutant;Morph {1}{G} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.) When Nantuko Vigilante is turned face up, destroy target artifact or enchantment.;G;karlovMannor;deadlyDisguise
Pongify;{U};Instant;Destroy target creature. It can't be regenerated. Its controller creates a 3/3 green Ape creature token.;U;modernHorizons3,secretLair,thunder;trickyTerrain,cuteToBrute,quickDraw
Hangarback Walker;{X}{X};Artifact Creature — Construct;Hangarback Walker enters with X +1/+1 counters on it. When Hangarback Walker dies, create a 1/1 colorless Thopter artifact creature token with flying for each +1/+1 counter on Hangarback Walker. {1}, {T}: Put a +1/+1 counter on Hangarback Walker.;;commanderMasters;eldraziUnbound
Wakening Sun's Avatar;{5}{W}{W}{W};Creature — Dinosaur Avatar;When Wakening Sun's Avatar enters, if you cast it from your hand, destroy all non-Dinosaur creatures.;W;ixilan;velociRampTor
Tranquil Cove;;Land;Tranquil Cove enters tapped. When Tranquil Cove enters, you gain 1 life. {T}: Add {W} or {U}.;UW;lordOfTheRings;ridersOfRohan
Mirkwood Elk;{5}{G};Creature — Elk;Trample Whenever Mirkwood Elk enters or attacks, return target Elf card from your graveyard to your hand. You gain life equal to that card's power.;G;lordOfTheRings;elvenCounsel
Ephemeral Shields;{1}{W};Instant;Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.) Target creature gains indestructible until end of turn. (Damage and effects that say "destroy" don't destroy it.);W;marchOfTheMachine;divineConvocation
Loamcrafter Faun;{2}{G};Creature — Satyr Druid;When Loamcrafter Faun enters, you may discard one or more land cards. When you do, return up to that many target nonland permanent cards from your graveyard to your hand.;G;wildsOfEldraine;virtueOfValor
Composer of Spring;{1}{G};Creature — Satyr Bard;Constellation — Whenever an enchantment you control enters, you may put a land card from your hand onto the battlefield tapped. If you control six or more enchantments, instead you may put a creature or land card from your hand onto the battlefield tapped.;G;commanderMasters;enduringEnchantments
Tezzeret's Gambit;{3}{U/P};Sorcery;({U/P} can be paid with either {U} or 2 life.) Draw two cards, then proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.);U;modernHorizons3,thunder;creativeEnergy,quickDraw
Twenty-Toed Toad;{3}{U};Creature — Frog Wizard;Your maximum hand size is twenty. Whenever you attack with two or more creatures, put a +1/+1 counter on Twenty-Toed Toad and draw a card. Whenever Twenty-Toed Toad attacks, you win the game if there are twenty or more counters on it or you have twenty or more cards in hand.;U;bloomburrow;peaceOffering
Lock and Load;{2}{U};Sorcery;Draw a card, then draw a card for each other instant and sorcery spell you've cast this turn. Plot {3}{U} (You may pay {3}{U} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.);U;thunder;quickDraw
On the Trail;{1}{G};Enchantment;Whenever you draw your second card each turn, you may put a land card from your hand onto the battlefield tapped.;G;karlovMannor;deepClueSea
Kitt Kanto, Mayhem Diva;{1}{R}{G}{W};Legendary Creature — Cat Bard Druid;When Kitt Kanto enters, create a 1/1 green and white Citizen creature token. At the beginning of combat on each player's turn, you may tap two untapped creatures you control. When you do, target creature that player controls gets +2/+2 and gains trample until end of turn. Goad that creature.;GRW;secretLair;rainingCatsAndDogs
Mastery of the Unseen;{1}{W};Enchantment;Whenever a permanent you control is turned face up, you gain 1 life for each creature you control. {3}{W}: Manifest the top card of your library. (Put it onto the battlefield face down as a 2/2 creature. Turn it face up any time for its mana cost if it's a creature card.);W;karlovMannor;deadlyDisguise
Time Beetle;{1}{U};Creature — Alien Insect;Skulk (This creature can't be blocked by creatures with greater power.) Parallel Universe — Whenever Time Beetle deals combat damage to a player, time travel. (For each suspended card you own and each permanent you control with a time counter on it, you may add or remove a time counter.);U;who;timeyWimey
Azorius Chancery;;Land;Azorius Chancery enters tapped. When Azorius Chancery enters, return a land you control to its owner's hand. {T}: Add {W}{U}.;UW;modernHorizons3,duskmoore,karlovMannor;creativeEnergy,miracleWorker,deepClueSea
Ezuri's Predation;{5}{G}{G}{G};Sorcery;For each creature your opponents control, create a 4/4 green Phyrexian Beast creature token. Each of those tokens fights a different one of those creatures.;G;duskmoore;jumpScare
Radstorm;{3}{U};Instant;Storm (When you cast this spell, copy it for each spell cast before it this turn.) Proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.);U;fallout;mutantMenace
Hullbreaker Horror;{5}{U}{U};Creature — Kraken Horror;Flash This spell can't be countered. Whenever you cast a spell, choose up to one — • Return target spell you don't control to its owner's hand. • Return target nonland permanent to its owner's hand.;U;wildsOfEldraine;faeDomination
Simic Growth Chamber;;Land;Simic Growth Chamber enters tapped. When Simic Growth Chamber enters, return a land you control to its owner's hand. {T}: Add {G}{U}.;GU;ixilan,marchOfTheMachine,modernHorizons3,duskmoore,karlovMannor;exploreTheDeep,tinkerTime,trickyTerrain,jumpScare,deepClueSea
Timber Paladin;{1}{G};Artifact Creature — Knight;As long as Timber Paladin is enchanted by exactly one Aura, it has base power and toughness 3/3. As long as Timber Paladin is enchanted by exactly two Auras, it has base power and toughness 5/5 and vigilance. As long as Timber Paladin is enchanted by three or more Auras, it has base power and toughness 10/10, vigilance, and trample.;G;wildsOfEldraine;virtueOfValor
Bilbo, Birthday Celebrant;{W}{B}{G};Legendary Creature — Halfling Rogue;If you would gain life, you gain that much life plus 1 instead. {2}{W}{B}{G}, {T}, Exile Bilbo, Birthday Celebrant: Search your library for any number of creature cards, put them onto the battlefield, then shuffle. Activate only if you have 111 or more life.;BGW;lordOfTheRings;foodAndFellowship
Archangel of Tithes;{1}{W}{W}{W};Creature — Angel;Flying As long as Archangel of Tithes is untapped, creatures can't attack you or planeswalkers you control unless their controller pays {1} for each of those creatures. As long as Archangel of Tithes is attacking, creatures can't block unless their controller pays {1} for each of those creatures.;W;secretLair;angels
Young Deathclaws;{2}{B}{G};Creature — Lizard Mutant;Menace (This creature can't be blocked except by two or more creatures.) Each creature card in your graveyard has scavenge. The scavenge cost is equal to its mana cost. (Exile a creature card from your graveyard and pay its mana cost: Put a number of +1/+1 counters equal to that card's power on target creature. Scavenge only as a sorcery.);BG;fallout;mutantMenace
Vorel of the Hull Clade;{1}{G}{U};Legendary Creature — Human Merfolk;{G}{U}, {T}: Double the number of each kind of counter on target artifact, creature, or land.;GU;ixilan;exploreTheDeep
Don't Blink;{1}{U};Instant;Until end of turn, if one or more creatures would enter from exile or after being cast from exile, their owners shuffle them into their libraries instead. Cycling {2} ({2}, Discard this card: Draw a card.);U;who;masterOfEvil
The Book of Exalted Deeds;{W}{W}{W};Legendary Artifact;At the beginning of your end step, if you gained 3 or more life this turn, create a 3/3 white Angel creature token with flying. {W}{W}{W}, {T}, Exile The Book of Exalted Deeds: Put an enlightened counter on target Angel. It gains "You can't lose the game and your opponents can't win the game." Activate only as a sorcery.;W;secretLair;angels
Pitiless Plunderer;{3}{B};Creature — Human Pirate;Whenever another creature you control dies, create a Treasure token. (It's an artifact with "{T}, Sacrifice this artifact: Add one mana of any color.");B;ixilan,fallout;ahoyMatey,hailCaesar
Vihaan, Goldwaker;{R}{W}{B};Legendary Creature — Dwarf Warlock;Other outlaws you control have vigilance and haste. (Assassins, Mercenaries, Pirates, Rogues, and Warlocks are outlaws.) At the beginning of combat on your turn, you may have Treasures you control become 3/3 Construct Assassin artifact creatures in addition to their other types until end of turn.;BRW;thunder;mostWanted
Titan of Littjara;{4}{U}{U};Creature — Illusion;As Titan of Littjara enters, choose a creature type. Titan of Littjara is the chosen type in addition to its other types. Whenever Titan of Littjara enters or attacks, you may draw a card for each other creature you control that shares a creature type with it. If you do, discard a card.;U;commanderMasters;sliverSwarm
Opal Palace;;Land;{T}: Add {C}. {1}, {T}: Add one mana of any color in your commander's color identity. If you spend this mana to cast your commander, it enters with a number of additional +1/+1 counters on it equal to the number of times it's been cast from the command zone this game.;;modernHorizons3;eldraziIncursion
Four Knocks;{2}{W};Enchantment;Vanishing 4 (This enchantment enters with four time counters on it. At the beginning of your upkeep, remove a time counter from it. When the last is removed, sacrifice it.) At the beginning of your first main phase, draw a card.;W;who;timeyWimey
Anguished Unmaking;{1}{W}{B};Instant;Exile target nonland permanent. You lose 3 life.;BW;lordOfTheRings,fallout;foodAndFellowship,hailCaesar
Knight of the Last Breath;{5}{W}{B};Creature — Giant Knight;{3}, Sacrifice another nontoken creature: Create a 1/1 white and black Spirit creature token with flying. Afterlife 3 (When this creature dies, create three 1/1 white and black Spirit creature tokens with flying.);BW;marchOfTheMachine;cavalryCharge
Flight of Equenauts;{7}{W};Creature — Human Knight;Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.) Flying;W;marchOfTheMachine;divineConvocation
Doc Aurlock, Grizzled Genius;{G}{U};Legendary Creature — Bear Druid;Spells you cast from your graveyard or from exile cost {2} less to cast. Plotting cards from your hand costs {2} less.;GU;thunder;grandLarceny
Heirloom Blade;{3};Artifact — Equipment;Equipped creature gets +3/+1. Whenever equipped creature dies, you may reveal cards from the top of your library until you reveal a creature card that shares a creature type with it. Put that card into your hand and the rest on the bottom of your library in a random order. Equip {1};;ixilan,lordOfTheRings,secretLair;bloodRites,ridersOfRohan,angels
Port Town;;Land;As Port Town enters, you may reveal a Plains or Island card from your hand. If you don't, Port Town enters tapped. {T}: Add {W} or {U}.;UW;who,marchOfTheMachine,commanderMasters,modernHorizons3,lordOfTheRings;blastFromThePast,timeyWimey,divineConvocation,cavalryCharge,planeswalkerParty,creativeEnergy,ridersOfRohan
Duggan, Private Detective;{2}{G}{U};Legendary Creature — Human Detective;Duggan's power and toughness are each equal to the number of cards in your hand. Whenever Duggan enters or attacks, investigate. The Most Important Punch in History — {1}{G}, {T}: Duggan deals damage equal to twice its power to another target creature. Activate only once.;GU;who;blastFromThePast
Teapot Slinger;{3}{R};Creature — Raccoon Warrior;Menace Whenever you expend 4, Teapot Slinger deals 2 damage to each opponent. (You expend 4 as you spend your fourth total mana to cast spells during a turn.);R;bloomburrow;animatedArmy
Vulpine Harvester;{3}{W};Creature — Phyrexian Fox;Whenever one or more Phyrexians you control attack, return target artifact card from your graveyard to the battlefield if its mana value is less than or equal to their total power.;W;marchOfTheMachine;growingThreat
Drowner of Hope;{5}{U};Creature — Eldrazi;Devoid (This card has no color.) When Drowner of Hope enters, create two 1/1 colorless Eldrazi Scion creature tokens. They have "Sacrifice this creature: Add {C}." Sacrifice an Eldrazi Scion: Tap target creature.;U;modernHorizons3;eldraziIncursion
Glacial Fortress;;Land;Glacial Fortress enters tapped unless you control a Plains or an Island. {T}: Add {W} or {U}.;UW;who,bloomburrow,lordOfTheRings,fallout;blastFromThePast,timeyWimey,peaceOffering,familyMatters,ridersOfRohan,science
Flameshadow Conjuring;{3}{R};Enchantment;Whenever a nontoken creature you control enters, you may pay {R}. If you do, create a token that's a copy of that creature. That token gains haste. Exile it at the beginning of the next end step.;R;marchOfTheMachine;callForBackup
Merry, Warden of Isengard;{1}{G}{W};Legendary Creature — Halfling Advisor;Partner with Pippin, Warden of Isengard (When this creature enters, target player may put Pippin into their hand from their library, then shuffle.) Whenever one or more artifacts you control enter, create a 1/1 white Soldier creature token with lifelink. This ability triggers only once each turn.;GW;lordOfTheRings;foodAndFellowship
Feral Ghoul;{2}{B};Creature — Zombie Mutant;Menace Whenever another creature you control dies, put a +1/+1 counter on Feral Ghoul. When Feral Ghoul dies, each opponent gets a number of rad counters equal to its power.;B;fallout;mutantMenace
Wayward Swordtooth;{2}{G};Creature — Dinosaur;Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.) You may play an additional land on each of your turns. Wayward Swordtooth can't attack or block unless you have the city's blessing.;G;ixilan;velociRampTor
Myriad Landscape;;Land;Myriad Landscape enters tapped. {T}: Add {C}. {2}, {T}, Sacrifice Myriad Landscape: Search your library for up to two basic land cards that share a land type, put them onto the battlefield tapped, then shuffle.;;who,ixilan,marchOfTheMachine,commanderMasters,wildsOfEldraine,modernHorizons3,secretLair,fallout,allWillBeOne,duskmoore,karlovMannor;paradoxPower,timeyWimey,velociRampTor,exploreTheDeep,bloodRites,tinkerTime,cavalryCharge,planeswalkerParty,virtueOfValor,faeDomination,graveyardOverdrive,angels,science,hailCaesar,rebellionRising,corruptingInfluence,jumpScare,revenantRecon,blameGame
Morbid Opportunist;{2}{B};Creature — Human Rogue;Whenever one or more other creatures die, draw a card. This ability triggers only once each turn.;B;bloomburrow,fallout,duskmoore,thunder;squirreledAway,hailCaesar,endlessPunishment,mostWanted
Burnished Hart;{3};Artifact Creature — Elk;{3}, Sacrifice Burnished Hart: Search your library for up to two basic land cards, put them onto the battlefield tapped, then shuffle.;;marchOfTheMachine,commanderMasters,bloomburrow,modernHorizons3,duskmoore;growingThreat,eldraziUnbound,animatedArmy,graveyardOverdrive,creativeEnergy,deathtoll,miracleWorker
The Master of Keys;{X}{W}{U}{B};Legendary Enchantment Creature — Horror;Flying When The Master of Keys enters, put X +1/+1 counters on it and mill twice X cards. Each enchantment card in your graveyard has escape. The escape cost is equal to the card's mana cost plus exile three other cards from your graveyard. (You may cast cards from your graveyard for their escape cost.);BUW;duskmoore;miracleWorker
Rise of the Eldrazi;{9}{C}{C}{C};Sorcery;This spell can't be countered. Destroy target permanent. Target player draws four cards. Take an extra turn after this one. Exile Rise of the Eldrazi.;;commanderMasters;eldraziUnbound
Mariposa Military Base;;Land;You may have Mariposa Military Base enter tapped. If you do, you get two rad counters. {T}: Add {C}. {5}, {T}: Draw a card. This ability costs {1} less to activate for each rad counter you have.;;fallout;mutantMenace
Simic Ascendancy;{G}{U};Enchantment;{1}{G}{U}: Put a +1/+1 counter on target creature you control. Whenever one or more +1/+1 counters are put on a creature you control, put that many growth counters on Simic Ascendancy. At the beginning of your upkeep, if Simic Ascendancy has twenty or more growth counters on it, you win the game.;GU;ixilan,bloomburrow;exploreTheDeep,peaceOffering
Akroma's Will;{3}{W};Instant;Choose one. If you control a commander as you cast this spell, you may choose both instead. • Creatures you control gain flying, vigilance, and double strike until end of turn. • Creatures you control gain lifelink, indestructible, and protection from each color until end of turn.;W;ixilan,modernHorizons3;velociRampTor,creativeEnergy
Root Elemental;{4}{G}{G};Creature — Elemental;Morph {5}{G}{G} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.) When Root Elemental is turned face up, you may put a creature card from your hand onto the battlefield.;G;karlovMannor;deadlyDisguise
Genesis Hydra;{X}{G}{G};Creature — Plant Hydra;When you cast this spell, reveal the top X cards of your library. You may put a nonland permanent card with mana value X or less from among them onto the battlefield. Then shuffle the rest into your library. Genesis Hydra enters with X +1/+1 counters on it.;G;marchOfTheMachine,thunder;callForBackup,desertBloom
Foreboding Ruins;;Land;As Foreboding Ruins enters, you may reveal a Swamp or Mountain card from your hand. If you don't, Foreboding Ruins enters tapped. {T}: Add {B} or {R}.;BR;who,ixilan,lordOfTheRings,duskmoore;masterOfEvil,ahoyMatey,hostsOfMordor,endlessPunishment
Merfolk Cave-Diver;{2}{U};Creature — Merfolk Scout;Whenever a creature you control explores, Merfolk Cave-Diver gets +1/+0 until end of turn and can't be blocked this turn.;U;ixilan;exploreTheDeep
Ramirez DePietro, Pillager;{2}{U}{B};Legendary Creature — Human Pirate;When Ramirez DePietro, Pillager enters, you lose 2 life and create two Treasure tokens. Whenever one or more Pirates you control deal combat damage to a player, exile the top card of that player's library. You may cast that card for as long as it remains exiled.;BU;ixilan;ahoyMatey
Cataclysmic Gearhulk;{3}{W}{W};Artifact Creature — Construct;Vigilance When Cataclysmic Gearhulk enters, each player chooses an artifact, a creature, an enchantment, and a planeswalker from among the nonland permanents they control, then sacrifices the rest.;W;marchOfTheMachine;growingThreat
Orzhov Locket;{3};Artifact;{T}: Add {W} or {B}. {W/B}{W/B}{W/B}{W/B}, {T}, Sacrifice Orzhov Locket: Draw two cards.;BW;marchOfTheMachine;growingThreat
Mosswort Bridge;;Land;Hideaway 4 (When this land enters, look at the top four cards of your library, exile one face down, then put the rest on the bottom in a random order.) Mosswort Bridge enters tapped. {T}: Add {G}. {G}, {T}: You may play the exiled card without paying its mana cost if creatures you control have total power 10 or greater.;G;ixilan,marchOfTheMachine,bloomburrow,duskmoore,karlovMannor;velociRampTor,exploreTheDeep,callForBackup,animatedArmy,jumpScare,deadlyDisguise
Cait, Cage Brawler;{R}{G};Legendary Creature — Human Warrior;During your turn, Cait, Cage Brawler has indestructible. Whenever Cait attacks, you and defending player each draw a card, then discard a card. Put two +1/+1 counters on Cait if you discarded the card with the highest mana value among those cards or tied for highest.;GR;fallout;everLoyal
Prognostic Sphinx;{3}{U}{U};Creature — Sphinx;Flying Discard a card: Prognostic Sphinx gains hexproof until end of turn. Tap it. Whenever Prognostic Sphinx attacks, scry 3.;U;duskmoore;miracleWorker
Temple of Plenty;;Land;Temple of Plenty enters tapped. When Temple of Plenty enters, scry 1. {T}: Add {G} or {W}.;GW;who,marchOfTheMachine,commanderMasters,bloomburrow,wildsOfEldraine,allWillBeOne,karlovMannor;blastFromThePast,callForBackup,enduringEnchantments,peaceOffering,virtueOfValor,corruptingInfluence,deepClueSea,deadlyDisguise
Halimar Depths;;Land;Halimar Depths enters tapped. When Halimar Depths enters, look at the top three cards of your library, then put them back in any order. {T}: Add {U}.;U;duskmoore;miracleWorker
Sparkshaper Visionary;{2}{U};Creature — Human Wizard;At the beginning of combat on your turn, choose any number of target planeswalkers you control. Until end of turn, they become 3/3 blue Bird creatures with flying, hexproof, and "Whenever this creature deals combat damage to a player, scry 1." (They're no longer planeswalkers. Loyalty abilities can still be activated.);U;commanderMasters;planeswalkerParty
Grasslands;;Land;Grasslands enters tapped. {T}, Sacrifice Grasslands: Search your library for a Forest or Plains card, put it onto the battlefield, then shuffle.;;commanderMasters;sliverSwarm
Rites of Flourishing;{2}{G};Enchantment;At the beginning of each player's draw step, that player draws an additional card. Each player may play an additional land on each of their turns.;G;bloomburrow;peaceOffering
Captivating Crew;{3}{R};Creature — Human Pirate;{3}{R}: Gain control of target creature an opponent controls until end of turn. Untap that creature. It gains haste until end of turn. Activate only as a sorcery.;R;ixilan,thunder;ahoyMatey,mostWanted
Junktown;;Land;{T}: Add {C}. {4}{R}, {T}, Sacrifice Junktown: Create three Junk tokens. (They're artifacts with "{T}, Sacrifice this artifact: Exile the top card of your library. You may play that card this turn. Activate only as a sorcery.");R;fallout;everLoyal
Coram, the Undertaker;{1}{B}{R}{G};Legendary Creature — Human Warrior;Coram, the Undertaker gets +X/+0, where X is the greatest power among creature cards in all graveyards. Whenever Coram attacks, each player mills a card. During each of your turns, you may play a land and cast a spell from among cards in graveyards that were put there from libraries this turn.;BGR;modernHorizons3;graveyardOverdrive
Tegan Jovanka;{2}{W};Legendary Creature — Human;Brave Heart — Whenever you attack, target attacking historic creature gets +1/+1 and gains indestructible until end of turn. (Artifacts, legendaries, and Sagas are historic.) Doctor's companion (You can have two commanders if the other is the Doctor.);W;who;blastFromThePast
Broadside Bombardiers;{2}{R};Creature — Goblin Pirate;Menace, haste Boast — Sacrifice another creature or artifact: Broadside Bombardiers deals damage equal to 2 plus the sacrificed permanent's mana value to any target. (Activate only if this creature attacked this turn and only once each turn.);R;ixilan;ahoyMatey
Kaldra Compleat;{7};Legendary Artifact — Equipment;Living weapon Indestructible Equipped creature gets +5/+5 and has first strike, trample, indestructible, haste, and "Whenever this creature deals combat damage to a creature, exile that creature." Equip {7};;commanderMasters;eldraziUnbound
Spiteful Sliver;{2}{R};Creature — Sliver;Sliver creatures you control have "Whenever this creature is dealt damage, it deals that much damage to target player or planeswalker.";R;commanderMasters;sliverSwarm
Jinnie Fay, Jetmir's Second;{R/G}{G}{G/W};Legendary Creature — Elf Druid;If you would create one or more tokens, you may instead create that many 2/2 green Cat creature tokens with haste or that many 3/1 green Dog creature tokens with vigilance.;GRW;secretLair;rainingCatsAndDogs
Sundown Pass;;Land;Sundown Pass enters tapped unless you control two or more other lands. {T}: Add {R} or {W}.;RW;who;timeyWimey
Grave Titan;{4}{B}{B};Creature — Giant;Deathtouch Whenever Grave Titan enters or attacks, create two 2/2 black Zombie creature tokens.;B;karlovMannor;revenantRecon
Seraph Sanctuary;;Land;When Seraph Sanctuary enters, you gain 1 life. Whenever an Angel you control enters, you gain 1 life. {T}: Add {C}.;;secretLair;angels
Suture Priest;{1}{W};Creature — Phyrexian Cleric;Whenever another creature you control enters, you may gain 1 life. Whenever a creature an opponent controls enters, you may have that player lose 1 life.;W;marchOfTheMachine;divineConvocation
Galadriel, Elven-Queen;{2}{G}{U};Legendary Creature — Elf Noble;Will of the council — At the beginning of combat on your turn, if another Elf entered the battlefield under your control this turn, starting with you, each player votes for dominion or guidance. If dominion gets more votes, the Ring tempts you, then you put a +1/+1 counter on your Ring-bearer. If guidance gets more votes or the vote is tied, draw a card.;GU;lordOfTheRings;elvenCounsel
Brotherhood Outcast;{2}{W};Creature — Human Soldier;When Brotherhood Outcast enters, choose one — • Return target Aura or Equipment card with mana value 3 or less from your graveyard to the battlefield. • Put a shield counter on target creature. (If it would be dealt damage or destroyed, remove a shield counter from it instead.);W;fallout;everLoyal
